Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,64087694038,74703517903,82707004266,81456431292,77464043753,73942294099,65648559195,52549555010,48213868185,44558077827,50150399813,41883241480,31580639053,31261527363,38009344577,42392896031,50132953288,64883060726,86141530606,1.07753E+11,1.42719E+11,1.79992E+11,1.17228E+11,1.36419E+11,1.6316E+11,1.75781E+11,1.8331E+11,1.31805E+11
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1.69798E+11,1.49869E+11,1.5041E+11,1.63452E+11,1.87986E+11,2.12565E+11,2.36837E+11,2.42015E+11,2.48559E+11,2.76684E+11,3.0701E+11,3.32306E+11,3.81459E+11,4.83581E+11,6.01705E+11,6.93872E+11,7.29904E+11,8.06735E+11,8.49406E+11,1.06275E+12,1.24445E+12,1.34728E+12,1.2871E+12,1.33005E+12,1.43302E+12,1.5041E+12,1.50252E+12,1.48986E+12,1.48139E+12,1.70269E+12,1.95686E+12,1.98348E+12,2.10925E+12,2.38125E+12,2.68034E+12,3.05758E+12,3.38418E+12,3.60609E+12,3.66813E+12,3.51921E+12,3.84911E+12,3.85933E+12,4.03292E+12,4.49491E+12,5.29694E+12,6.30652E+12,7.43575E+12,9.17301E+12,1.11039E+13,1.10475E+13,1.33278E+13,1.59057E+13,1.68865E+13,1.80803E+13,1.88083E+13
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1243993170,1549623550,1709221318,1538971681,1974511146,1889185075,1808775748,1598149807,1593701209,2004342742,2137241935,2807342742,2189502775,3964295673,4090252474,3538292267,3667161241,4114664911,4910255623,7181180175,10163020116,11048335541,9178802451,5102281489,4850241442,4732017873,5880112947,7367494222,8213515459,8438951476,9298839655,11206193313,12878157306,15002144584,17474578502,19297663097,20515465834,23969746851,25385928196,23983945191,22823255806,20898788420,13606494599,12045627411,13686333822,17362857684,19579457966,23410572634,30366213119,31660911277,40284481652,47962439304,51383858670,57524653094,57471277325
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,5.433E+11,5.633E+11,6.051E+11,6.386E+11,6.858E+11,7.437E+11,8.15E+11,8.617E+11,9.425E+11,1.0199E+12,1.07588E+12,1.16777E+12,1.28245E+12,1.42854E+12,1.54882E+12,1.68892E+12,1.87759E+12,2.08595E+12,2.35657E+12,2.63214E+12,2.86251E+12,3.21095E+12,3.34499E+12,3.63814E+12,4.04069E+12,4.34674E+12,4.59015E+12,4.87022E+12,5.25263E+12,5.6577E+12,5.97958E+12,6.17405E+12,6.5393E+12,6.87871E+12,7.30875E+12,7.66406E+12,8.1002E+12,8.60852E+12,9.08917E+12,9.66062E+12,1.02848E+13,1.06218E+13,1.09775E+13,1.15107E+13,1.22749E+13,1.30937E+13,1.38559E+13,1.44776E+13,1.47186E+13,1.44187E+13,1.49644E+13,1.55179E+13,1.61632E+13,1.67681E+13,1.7419E+13
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360633788,13800167712,12953801760,13099928447,12899074358,13350461530,13948892216,14744603774,14988971211,17078465982,13760374488,11401351420,9687951055,10128112401,12030023548,14307509839,17030896203,22311393928,27934030937,32816828373,39332770929,45324319955,51183443225,56795656325,62643953022
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,13066633.83,13999964.81,14524963.49,13708298.88,14758296.24,15108295.36,16099959.54,15835088.4,15350000,16650000,18450000,20051648.11,27585488.22,30165373.24,32924215.75,33237164.06,32792479.98,36537036.39,46599999.18,54511110.15,60307406.34,74799998.68,85448146.64,94044442.78,103499998.2,112881479.5,127974071.8,142329627.1,164574071.2,177296293.2,198207403.9,212492588.8,233188884.8,238774069.9,243255551.3,266481476.8,281518513.5,293070365.2,317851809.2,331866660.8,396261363.4,430039288.7,461883436.3,481806287.8,521975101.9,550728666.7,610778296.3,684049037,695428851.9,674922481.5,681370666.7,677039407.4,694445888.9,718879481.5,728696703.7
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,8607600069,8923366628,9873397859,10663375514,9113580696,9602944668,10096574670,10472776744,11470909285,11927570677,12993115056,14471557938,15922867181,19445932860,29087099933,31413164179,36272315695,42337056975,46507640231,55750554789,67135122864,75498829319,76693647866,78586503426,55952339080,57935742247,58915108094,45343793676,58428404474,42142303739,47027508385,51734363024,58470358476,58107555298,56529904239,74888742184,68258588863,85837385779,91338542542,97974136437,1.17148E+11,1.2291E+11,92889586976,83622191419,1.12451E+11,1.45513E+11,1.83478E+11,2.30364E+11,3.156E+11,3.29419E+11,3.93801E+11,3.16482E+11,3.81286E+11,3.71337E+11,5.09964E+11
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,24200000,25700000,36900000,41400000,53800000,66500000,84100000,115400000,173800000,211300000,219000000,257000000,307100000,351600000,395400000,399800000,440000000,461800000,512900000,606700032,727800000,821800000,832600000,916899968,985400000,990400000,1035600000,1147800064,1204600064,1343900032,1564700032,1671200000,1770899968,1996000000,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,14094688432,26336617864,36658108167,25423812494,6293304847,6471740486,9613369554,9866990096,13180954014,16286434094,20736163915,24657470332,26843701137,27209601996,28683658005,33640085728,35291349277,37947904054,42717072778,49424107710,57633255739,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,119258829.7,113423181.6,98746409.44,98144643.71,110123776.8,135553759.4,123698508.8,118691400.8,130834146.2,148545377.9,144482170.5,158397406.3,188869985.1,196142588,188080372.4,219260343.3,233902114.7,245177629.3,255890215.7,262301249,267999225.3,272014693.1,257926881.7,262603781.8,314463144,364996869.1,394962431.8,439376661.7,526428309.9,607958816.1,610075806.7,700804045.2,792149995.8,781702874.1,801787555.9,
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842261253,3281382693,3407783961,3760126837,4067692859,4271509592,4316456404,4007793547,3557451048,3959278956,4327268309,4834276366,4914728153,5508346518,6673500000,7268200000,8913100000,10465400000,11279400010,12475999993,12737613125
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1.36789E+12,1.42398E+12,1.52364E+12,1.64413E+12,1.80363E+12,1.96393E+12,2.13117E+12,2.27424E+12,2.44979E+12,2.69339E+12,2.96133E+12,3.26862E+12,3.77011E+12,4.57473E+12,5.24561E+12,5.86826E+12,6.37088E+12,7.20195E+12,8.53425E+12,9.90828E+12,1.11842E+13,1.14528E+13,1.13307E+13,1.16798E+13,1.21255E+13,1.27487E+13,1.50843E+13,1.71805E+13,1.90795E+13,2.00459E+13,2.25467E+13,2.36702E+13,2.5341E+13,2.57751E+13,2.76786E+13,3.06308E+13,3.12893E+13,3.11977E+13,3.10798E+13,3.22333E+13,3.32762E+13,3.30788E+13,3.43589E+13,3.85858E+13,4.34646E+13,4.70337E+13,5.09715E+13,5.74522E+13,6.29828E+13,5.97047E+13,6.54892E+13,7.25722E+13,7.40416E+13,7.6124E+13,7.78688E+13
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,121218640.6,111860659.9,109200344.9,95573449.38,100949655.9,111716548.6,133016065.7,122888610.4,125766270.9,125597203.4,132303037.1,133122893.1,221098106.5,224865731.4,249907893.8,285475620.9,269485285,258831775.4,269019710.3,273088357.2,288075318.9,338836026.4,420318071.9,465561708.2,505832439.8,570469196.7,619260721.6,586153251.8,656789149.6,762098813.4,804335819.9,795947899.1,800586671.2
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647251908,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6839039030,6325219773,7641101221,9636342275,9854042165,10693278292,11777768087,13873500888,16753772448,19081726103,25633674564,30397203369,28459501430,30906753495,31078858746,32074766835,35954502304,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,7363096178,7742634887,8269697466,9174867983,10071444211,11002379672,11994960101,13382332493,14475710066,16315273135,17907041999,19765101370,20753220242,28443804467,35727741280,36947938878,35473781049,39398574287,45326587511,55938240143,80546993195,86833985897,80083518598,86015133649,85169436537,67065070009,79503484221,1.04025E+11,1.1463E+11,1.24907E+11,1.12015E+11,1.20226E+11,1.30514E+11,1.3431E+11,1.39752E+11,1.5546E+11,1.47608E+11,1.52586E+11,1.37775E+11,1.36632E+11,1.36362E+11,1.21516E+11,1.15482E+11,1.75257E+11,2.28594E+11,2.57772E+11,2.71639E+11,2.99415E+11,2.8677E+11,2.95936E+11,3.75349E+11,4.16597E+11,3.97386E+11,3.66058E+11,3.49817E+11
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5840529412,5647034188,5772020526,6091061291,6215716712,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484668,14296507096,16364029327,19206060270,18262773821,20523285374,23849009738,27463220380,30014905126,32962261156
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,698735807.6,682355905.9,679275924.3,704335774,822635064.2,1061193633,1238992566,1340631956,1573730558,1926388442,1788769267,1653250080,1872410124,2434242796,2910981258,2442672139,2742874262,2515290036,2811020770,3353459468,3884514436,4008141862,3871117093,3321048451,2719516432,2252455696,1664413330,2265249783,3728875893,3994671956,3288381863,3376791460,3182810841,3273507730,3656808242,3806982664,3597220962,4303290117,3537741619,3404284648,3600631915,4094441301,4193850445,4901869712,6221109712,8331863990,12756858899,14056957976,17910858638,15328342304,20265552104,23731726500,24939314029,26820806279,27066230009
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1052990400,1096646600,1117601600,1159511700,1217138000,1311435800,1281749500,1397002000,1479599900,1747998800,1884206300,2178716300,2677729400,3309353600,3982161400,4371300700,4318372000,4364382100,4351600500,5177459400,6678868200,8011373800,8539700700,7764067000,6352125900,5637259300,6217523700,6741215100,7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8157077422,9456808151,10956226611,12472416688,13490227136,13663314280
